moXP_036134596.1	moXP_036134596.1
phXP_045714998.1	pvXP_011359171.1
phXP_045714998.1	raXP_015978154.1
phXP_045714998.1	sbXP_066109610.1
phXP_045714998.1	phXP_045714998.1
phXP_045714998.1	raXP_015978155.1
phXP_045714998.1	sbXP_066109611.1
phXP_045714998.1	phXP_045715008.1
phXP_045714998.1	raXP_015978156.1
phXP_045714998.1	sbXP_066109612.1
phXP_045714998.1	phXP_045715018.1
phXP_045714998.1	raXP_015978157.1
phXP_045714998.1	sbXP_066109610.1
phXP_045714998.1	raXP_015978153.1
phXP_045714998.1	sbXP_066109611.1
phXP_045714998.1	raXP_015978154.1
phXP_045714998.1	sbXP_066109612.1
phXP_045714998.1	raXP_015978155.1
phXP_045714998.1	sbXP_066109610.1
phXP_045714998.1	raXP_015978156.1
phXP_045714998.1	sbXP_066109611.1
phXP_045714998.1	moXP_036133436.1
phXP_045714998.1	paXP_006916283.1
phXP_045714998.1	raXP_015978157.1
phXP_045714998.1	sbXP_066109612.1
phXP_045714998.1	moXP_036133436.1
phXP_045714998.1	paXP_006916283.1
phXP_045714998.1	raXP_015978153.1
phXP_045714998.1	moXP_036133436.1
phXP_045714998.1	paXP_006916283.1
phXP_045714998.1	pdXP_028387087.1
phXP_045714998.1	raXP_015978154.1
phXP_045714998.1	ajXP_036998809.2
phXP_045714998.1	moXP_036133436.1
phXP_045714998.1	paXP_006916283.1
phXP_045714998.1	pdXP_028387087.1
phXP_045714998.1	raXP_015978155.1
phXP_045714998.1	ajXP_036998809.2
phXP_045714998.1	paXP_006916283.1
phXP_045714998.1	raXP_015978156.1
phXP_045714998.1	ajXP_036998809.2
phXP_045714998.1	raXP_015978157.1
phXP_045714998.1	ajXP_036998809.2
phXP_045714998.1	pdXP_028387087.1
phXP_045714998.1	raXP_015978153.1
phXP_045714998.1	ajXP_036998809.2
phXP_045714998.1	pdXP_028387087.1
phXP_045714998.1	raXP_015978154.1
phXP_045714998.1	pdXP_028387087.1
phXP_045714998.1	raXP_015978155.1
phXP_045714998.1	phXP_045714998.1
phXP_045714998.1	raXP_015978156.1
phXP_045714998.1	phXP_045715008.1
phXP_045714998.1	raXP_015978157.1
phXP_045714998.1	rfXP_032955761.1
phXP_045714998.1	rfXP_032955761.1
phXP_045714998.1	phXP_045715018.1
phXP_045714998.1	rfXP_032955761.1
phXP_045714998.1	phXP_045714998.1
phXP_045714998.1	raXP_015978153.1
phXP_045714998.1	rfXP_032955761.1
phXP_045714998.1	phXP_045715008.1
phXP_045714998.1	raXP_015978154.1
phXP_045714998.1	rfXP_032955761.1
phXP_045714998.1	phXP_045715018.1
phXP_045714998.1	raXP_015978155.1
phXP_045703616.1	phXP_045703616.1
phXP_045703616.1	mbXP_005877754.1
phXP_045703616.1	pnCAK6434257.1
phXP_045703616.1	pgXP_039716701.1
phXP_045703616.1	drXP_024411197.1
phXP_045703616.1	mlXP_006100253.1
phXP_045703616.1	pkXP_036281082.1
phXP_045703616.1	pdXP_028382035.1
phXP_045703616.1	moXP_036103090.1
phXP_045703616.1	sbXP_066118266.1
phXP_045703616.1	paXP_006910642.1
phXP_045703616.1	mdXP_059567597.1
phXP_045703616.1	pvXP_011382740.1
phXP_045703616.1	rfXP_032954582.1
phXP_045703616.1	mmXP_036184763.1
phXP_045703616.1	raXP_015990960.2
phXP_045703616.1	ajXP_037014858.1
phXP_045703616.1	efXP_008150646.1
phXP_045707361.1	phXP_045707361.1
phXP_045707361.1	phXP_045707361.1
phXP_045707361.1	pdXP_028360489.1
phXP_045707361.1	pdXP_028360489.1
phXP_045692150.1	phXP_045692150.1
phXP_045705225.1	phXP_045705225.1
phXP_045705225.1	phXP_045705226.1
phXP_045705225.1	drXP_024409223.1
phXP_045705225.1	pdXP_028385435.1
phXP_045705225.1	ajXP_037013119.2
pkXP_045438224.1	pkXP_045438224.1
pkXP_045438224.1	pkXP_045438225.1
pkXP_045438224.1	pkXP_045438224.1
pkXP_045438224.1	pkXP_045438225.1
pkXP_036279388.1	pkXP_036279388.1
pkXP_036279388.1	pnCAK6445921.1
pkXP_036279388.1	pkXP_036279390.1
pkXP_036279388.1	pkXP_045432467.1
pkXP_036279388.1	pkXP_045432468.1
pkXP_036297705.1	pkXP_036297705.1
pkXP_036297705.1	phXP_045673278.1
pkXP_036297705.1	pkXP_036297706.1
pkXP_036297705.1	rfXP_032947954.1
pkXP_036297705.1	rfXP_032947955.1
pkXP_036297705.1	ajXP_037018381.1
pkXP_036297705.1	paXP_006923655.1
pkXP_036297705.1	moXP_036129035.1
pkXP_036297705.1	raXP_015996718.1
pkXP_036297705.1	enKAK1329112.1
pkXP_036297705.1	raXP_015996727.1
pkXP_036297705.1	raXP_015996730.1
pkXP_036297705.1	efXP_008154007.1
pkXP_036297705.1	efXP_054567378.1
pkXP_036297705.1	efXP_054567379.1
pkXP_036297705.1	mdXP_059529564.1
pkXP_036297705.1	pnCAK6439431.1
pkXP_036297705.1	pgXP_039705788.1
pkXP_036297705.1	mbXP_014396232.1
pkXP_036297705.1	mbXP_014396233.1
pkXP_036297705.1	mlXP_014316682.1
pkXP_036297705.1	sbXP_066118180.1
pkXP_036297705.1	mlXP_023614987.1
pkXP_036297705.1	mmXP_036200120.1
pkXP_036297705.1	pdXP_028358517.1
pkXP_036297705.1	sbXP_066118181.1
pkXP_036297705.1	mmXP_036200121.1
pkXP_036297705.1	pdXP_028358518.1
pkXP_036297705.1	drXP_024428817.1
pkXP_036297705.1	mmXP_036200122.1
pkXP_036297705.1	drXP_024428799.1
pkXP_045434592.1	pkXP_045434592.1
pkXP_036289388.1	pkXP_036289388.1
pkXP_045443387.1	pkXP_045443387.1
pkXP_045443387.1	efXP_008146909.3
pkXP_045443387.1	pnCAK6443272.1
pkXP_036281652.1	pkXP_036281652.1
pkXP_036281652.1	pkXP_045433121.1
pkXP_036281652.1	pkXP_045433122.1
pkXP_036281652.1	pkXP_036281652.1
pkXP_036281652.1	pkXP_045433121.1
pkXP_036281652.1	pkXP_045433122.1
pkXP_036281652.1	pkXP_036281652.1
pkXP_036281652.1	pkXP_045433121.1
pkXP_036281652.1	pkXP_045433122.1
pnCAK6446216.1	pnCAK6446216.1
pnCAK6446216.1	mmXP_036168450.1
pnCAK6446216.1	ajXP_037017747.1
pnCAK6446216.1	efXP_008150411.1
pnCAK6446216.1	sbXP_066133463.1
pnCAK6446216.1	mlXP_006097491.1
pnCAK6446216.1	pvXP_011369435.1
pnCAK6446216.1	moXP_036097296.1
pnCAK6446216.1	pkXP_036279870.1
pnCAK6446216.1	paXP_006906443.1
pnCAK6446216.1	mdXP_059551337.1
pnCAK6446216.1	phXP_045685064.1
pnCAK6446216.1	drXP_024432850.2
pnCAK6446216.1	pdXP_028384621.1
pnCAK6446216.1	rfXP_032952518.1
pnCAK6438257.1	pnCAK6438257.1
pnCAK6438257.1	pnCAK6438257.1
pnCAK6438257.1	efXP_008151875.1
pnCAK6438257.1	efXP_008151875.1
pnCAK6448119.1	pnCAK6448119.1
pnCAK6448119.1	moXP_036110238.1
pnCAK6448119.1	efXP_054579353.1
pnCAK6448119.1	paXP_006908562.1
pnCAK6448119.1	drXP_024419982.1
pnCAK6448119.1	raXP_016005540.1
pnCAK6448119.1	mbXP_005882348.1
pnCAK6448119.1	mmXP_036174430.1
pnCAK6448119.1	pdXP_028366807.1
pnCAK6448119.1	pgXP_039700643.1
pnCAK6448119.1	mlXP_006082547.1
pnCAK6448119.1	sbXP_066135857.1
pnCAK6448119.1	pvXP_011356950.1
pnCAK6448119.1	pkXP_036277996.1
pnCAK6448119.1	ajXP_037019453.1
pnCAK6448119.1	rfXP_032968482.1
pnCAK6448119.1	phXP_045710978.1
pnCAK6445329.1	pnCAK6445329.1
pnCAK6443488.1	pnCAK6443488.1
pnCAK6443488.1	drXP_024431500.1
pnCAK6443488.1	mdXP_059538733.1
pnCAK6443488.1	rfXP_032972009.1
pnCAK6443488.1	raXP_016007245.1
pnCAK6443488.1	paXP_006916877.1
pnCAK6443488.1	pdXP_028388661.1
pnCAK6443488.1	pgXP_039738072.1
pnCAK6443488.1	ajXP_036990942.1
pnCAK6443488.1	pkXP_036312748.1
pnCAK6443488.1	sbXP_066110912.1
pnCAK6443488.1	moXP_036108622.1
pnCAK6443488.1	phXP_045685713.1
pnCAK6443488.1	phXP_045685714.1
pnCAK6443488.1	pvXP_011366570.1
pnCAK6443488.1	efXP_008138858.1
pnCAK6443488.1	mmXP_036155850.1
pnCAK6445828.1	pnCAK6445828.1
pnCAK6445828.1	efXP_008142771.1
pnCAK6445828.1	efXP_054573632.1
pnCAK6445828.1	mmXP_036169983.1
pnCAK6445828.1	mmXP_036169984.1
pnCAK6445828.1	mdXP_059553683.1
pnCAK6445828.1	mdXP_059553684.1
pnCAK6445828.1	mlXP_006081928.1
pnCAK6445828.1	pkXP_045432212.1
pnCAK6445828.1	pkXP_036279639.1
pvXP_011384400.1	pvXP_011384400.1
pvXP_011384400.1	paXP_006920304.1
pvXP_011384400.1	pdXP_028364122.1
pvXP_011384400.1	ajXP_037011646.2
pvXP_011384400.1	rfXP_032963247.1
pvXP_011384400.1	efXP_008137329.2
pvXP_011384400.1	pkXP_036294421.1
pvXP_011384400.1	mlXP_023613568.1
pvXP_011384400.1	pnCAK6432129.1
pvXP_011384400.1	mdXP_059553705.1
pvXP_011368484.1	pvXP_011368484.1
pvXP_011364990.1	pvXP_011364990.1
pvXP_011364990.1	mdXP_059551124.1
pvXP_011364990.1	raXP_015997010.1
pvXP_011364990.1	pkXP_036305884.1
pvXP_011364990.1	rfXP_032990813.1
pvXP_011364990.1	paXP_006904426.1
pvXP_011364990.1	drXP_024416717.2
pvXP_011364990.1	pgXP_039723569.1
pvXP_011364990.1	ajXP_037008742.1
pvXP_011364990.1	mlXP_023600050.1
pvXP_011364990.1	moXP_036097245.1
pvXP_011364990.1	phXP_045709422.1
pvXP_011364990.1	mmXP_036169643.1
pvXP_011364885.1	pvXP_011364885.1
pvXP_011364885.1	pgXP_039697220.1
pvXP_011364885.1	pvXP_023391248.1
pvXP_011364885.1	pgXP_039697221.1
pvXP_011364885.1	pvXP_023391253.1
pvXP_011364885.1	pgXP_039697222.1
pvXP_011364885.1	pvXP_011364885.1
pvXP_011364885.1	pvXP_023391248.1
pvXP_011364885.1	pgXP_039697220.1
pvXP_011364885.1	pvXP_023391253.1
pvXP_011364885.1	pgXP_039697221.1
pvXP_011364885.1	pvXP_011364885.1
pvXP_011364885.1	pgXP_039697222.1
pvXP_011364885.1	pgXP_039697220.1
pvXP_011364885.1	paXP_006919879.1
pvXP_011364885.1	pgXP_039697221.1
pvXP_011364885.1	paXP_006919879.1
pvXP_011364885.1	pgXP_039697222.1
pvXP_011364885.1	paXP_006919879.1
pvXP_011364885.1	pgXP_039697220.1
pvXP_011364885.1	paXP_006919879.1
pvXP_011364885.1	pgXP_039697221.1
pvXP_011364885.1	pgXP_039697222.1
pvXP_011364885.1	pvXP_023391248.1
pvXP_011364885.1	pvXP_023391253.1
pvXP_011364885.1	pvXP_011364885.1
pvXP_011364885.1	pvXP_023391248.1
pvXP_011364885.1	pvXP_023391253.1
pvXP_023388114.1	pvXP_023388114.1
pvXP_011371895.1	pvXP_011371895.1
pvXP_011371895.1	pgXP_039734437.1
pvXP_011371895.1	paXP_006904202.1
pvXP_011376674.1	pvXP_011376674.1
pvXP_011375006.1	pvXP_011375006.1
pvXP_011375006.1	pvXP_011375007.1
pvXP_011375006.1	mdXP_059511729.1
pvXP_011375006.1	mdXP_059511730.1
pvXP_011375006.1	mbXP_005865915.1
pvXP_011375006.1	pkXP_036285697.1
pvXP_011375006.1	raXP_036086926.1
pvXP_011375006.1	raXP_036086927.1
pvXP_011375006.1	drXP_024412947.1
pvXP_011375006.1	rfXP_032943939.1
pvXP_011375006.1	rfXP_032943940.1
pvXP_011375006.1	pdXP_028381665.1
pvXP_011375006.1	phXP_045684299.1
pvXP_011375006.1	ajXP_037012891.2
pvXP_011375006.1	mlXP_014308272.1
pvXP_011375006.1	mmXP_036183327.1
pvXP_011375006.1	mmXP_036183328.1
pvXP_011375006.1	enKAK1335010.1
pvXP_011375006.1	moXP_036102956.1
pvXP_011375006.1	pgXP_039704909.1
pvXP_011375006.1	efXP_028015278.1
pvXP_011375006.1	sbXP_066132654.1
pvXP_011375006.1	paXP_015455023.1
pvXP_011375006.1	paXP_006925406.1
pvXP_011375006.1	pnCAK6434656.1
pvXP_011375006.1	pkXP_036285696.1
raXP_015991036.1	raXP_015991036.1
raXP_015991036.1	raXP_036076298.1
raXP_015991036.1	raXP_015991036.1
raXP_015991036.1	paXP_015446527.1
raXP_015991036.1	paXP_015446527.1
raXP_015991036.1	rfXP_032953134.1
raXP_015991036.1	rfXP_032953135.1
raXP_015991036.1	rfXP_032953136.1
raXP_015991036.1	rfXP_032953134.1
raXP_015991036.1	rfXP_032953135.1
raXP_015991036.1	pgXP_039717950.1
raXP_015991036.1	rfXP_032953136.1
raXP_015991036.1	pgXP_039717950.1
raXP_015991036.1	pvXP_011371635.1
raXP_015991036.1	pvXP_011371636.1
raXP_015991036.1	pvXP_011371635.1
raXP_015991036.1	pvXP_011371636.1
raXP_015991036.1	raXP_036076298.1
raXP_016009704.1	raXP_016009704.1
raXP_016009704.1	rfXP_032984783.1
raXP_016009704.1	enKAK1329695.1
raXP_016009704.1	pvXP_011377568.1
raXP_016009704.1	mdXP_059521444.1
raXP_016009704.1	pdXP_035867959.1
raXP_016009704.1	ajXP_053512735.1
raXP_016009704.1	mmXP_036162624.1
raXP_016009704.1	paXP_006916009.1
raXP_016009704.1	pgXP_039713039.1
raXP_016009704.1	pkXP_036292308.2
raXP_016009704.1	phXP_045686344.1
raXP_016009704.1	efXP_008159360.2
raXP_016009704.1	moXP_036131792.1
raXP_015984386.2	raXP_015984386.2
raXP_015984386.2	pvXP_011367402.1
raXP_015984386.2	pvXP_023391634.1
raXP_015984386.2	rfXP_032973915.1
raXP_015984386.2	paXP_006917468.1
raXP_015984386.2	pgXP_039719354.1
raXP_015984386.2	paXP_006917467.1
raXP_015984386.2	paXP_024906378.1
raXP_015984386.2	paXP_024906379.1
raXP_015984386.2	pgXP_039719353.1
raXP_015988365.2	raXP_015988365.2
raXP_015988365.2	pgXP_039740414.1
raXP_015988365.2	pgXP_039740413.1
raXP_016006793.2	raXP_016006793.2
raXP_015996651.1	raXP_015996651.1
raXP_015996651.1	raXP_036090804.1
raXP_015996651.1	raXP_015996660.1
raXP_015996651.1	rfXP_032950065.1
raXP_015996651.1	rfXP_032950066.1
raXP_015996651.1	rfXP_032950065.1
raXP_015996651.1	rfXP_032950066.1
raXP_015996651.1	rfXP_032950065.1
raXP_015996651.1	raXP_015996651.1
raXP_015996651.1	rfXP_032950066.1
raXP_015996651.1	raXP_036090804.1
raXP_015996651.1	raXP_015996660.1
raXP_015996651.1	raXP_015996651.1
raXP_015996651.1	raXP_036090804.1
raXP_015996651.1	raXP_015996660.1
raXP_015996651.1	pkXP_045439338.1
raXP_015996651.1	drXP_024428773.1
raXP_015996651.1	drXP_024428781.1
raXP_015996651.1	drXP_024428787.1
raXP_015996651.1	moXP_036128963.1
raXP_015996651.1	moXP_036128964.1
raXP_015996651.1	mlXP_006095217.1
raXP_015996651.1	moXP_036128965.1
raXP_015996651.1	mdXP_059529548.1
raXP_015996651.1	mlXP_006095216.1
raXP_015996651.1	moXP_036128963.1
raXP_015996651.1	mlXP_006095217.1
raXP_015996651.1	moXP_036128964.1
raXP_015996651.1	phXP_045673211.1
raXP_015996651.1	sbXP_066118184.1
raXP_015996651.1	efXP_054567528.1
raXP_015996651.1	mbXP_005867490.1
raXP_015996651.1	mlXP_006095216.1
raXP_015996651.1	moXP_036128965.1
raXP_015996651.1	phXP_045673212.1
raXP_015996651.1	sbXP_066118185.1
raXP_015996651.1	efXP_008154011.1
raXP_015996651.1	mbXP_005867491.1
raXP_015996651.1	mlXP_006095217.1
raXP_015996651.1	moXP_036128963.1
raXP_015996651.1	phXP_045673211.1
raXP_015996651.1	sbXP_066118186.1
raXP_015996651.1	efXP_054567528.1
raXP_015996651.1	mbXP_005867489.1
raXP_015996651.1	mlXP_006095216.1
raXP_015996651.1	moXP_036128964.1
raXP_015996651.1	phXP_045673212.1
raXP_015996651.1	sbXP_066118184.1
raXP_015996651.1	efXP_008154011.1
raXP_015996651.1	mbXP_005867490.1
raXP_015996651.1	mdXP_059529548.1
raXP_015996651.1	moXP_036128965.1
raXP_015996651.1	phXP_045673211.1
raXP_015996651.1	sbXP_066118185.1
raXP_015996651.1	efXP_054567528.1
raXP_015996651.1	mbXP_005867491.1
raXP_015996651.1	phXP_045673212.1
raXP_015996651.1	sbXP_066118186.1
raXP_015996651.1	efXP_008154011.1
raXP_015996651.1	mbXP_005867489.1
raXP_015996651.1	sbXP_066118184.1
raXP_015996651.1	enKAK1329109.1
raXP_015996651.1	mbXP_005867490.1
raXP_015996651.1	sbXP_066118185.1
raXP_015996651.1	enKAK1329109.1
raXP_015996651.1	mbXP_005867491.1
raXP_015996651.1	sbXP_066118186.1
raXP_015996651.1	enKAK1329109.1
raXP_015996651.1	mbXP_005867489.1
raXP_015996651.1	mdXP_059529548.1
raXP_015996651.1	ajXP_037018406.2
raXP_015996651.1	ajXP_037018407.2
raXP_015996651.1	pnCAK6439427.1
raXP_015996651.1	ajXP_037018408.2
raXP_015996651.1	pkXP_036297667.1
raXP_015996651.1	pnCAK6439427.1
raXP_015996651.1	ajXP_037018406.2
raXP_015996651.1	pkXP_036297668.1
raXP_015996651.1	pnCAK6439427.1
raXP_015996651.1	ajXP_037018407.2
raXP_015996651.1	pkXP_045439339.1
raXP_015996651.1	ajXP_037018408.2
raXP_015996651.1	pkXP_045439338.1
raXP_015996651.1	ajXP_037018406.2
raXP_015996651.1	ajXP_037018407.2
raXP_015996651.1	pkXP_036297667.1
raXP_015996651.1	ajXP_037018408.2
raXP_015996651.1	pdXP_028358978.1
raXP_015996651.1	pkXP_036297668.1
raXP_015996651.1	drXP_024428773.1
raXP_015996651.1	pdXP_028358979.1
raXP_015996651.1	pkXP_045439339.1
raXP_015996651.1	drXP_024428781.1
raXP_015996651.1	pdXP_028358978.1
raXP_015996651.1	pkXP_045439338.1
raXP_015996651.1	drXP_024428787.1
raXP_015996651.1	pdXP_028358979.1
raXP_015996651.1	drXP_024428773.1
raXP_015996651.1	pdXP_028358978.1
raXP_015996651.1	pkXP_036297667.1
raXP_015996651.1	drXP_024428781.1
raXP_015996651.1	pdXP_028358979.1
raXP_015996651.1	pkXP_036297668.1
raXP_015996651.1	drXP_024428787.1
raXP_015996651.1	pkXP_045439339.1
raXP_015996651.1	mmXP_036199865.1
raXP_015996651.1	mdXP_059529551.1
raXP_015996651.1	mdXP_059529554.1
raXP_015996651.1	mdXP_059529549.1
raXP_015996651.1	mdXP_059529550.1
raXP_015996651.1	mdXP_059529551.1
raXP_015996651.1	mdXP_059529554.1
raXP_015996651.1	mmXP_036199861.1
raXP_015996651.1	mdXP_059529549.1
raXP_015996651.1	mmXP_036199862.1
raXP_015996651.1	mdXP_059529550.1
raXP_015996651.1	mmXP_036199863.1
raXP_015996651.1	mmXP_036199864.1
raXP_015996651.1	mdXP_059529551.1
raXP_015996651.1	mdXP_059529554.1
raXP_015996651.1	mmXP_036199861.1
raXP_015996651.1	mdXP_059529549.1
raXP_015996651.1	mmXP_036199862.1
raXP_015996651.1	mdXP_059529550.1
raXP_015996651.1	mmXP_036199863.1
raXP_015996651.1	mmXP_036199864.1
raXP_015996651.1	mmXP_036199865.1
raXP_015996651.1	mmXP_036199861.1
raXP_015996651.1	mmXP_036199862.1
raXP_015996651.1	mmXP_036199863.1
raXP_015996651.1	mmXP_036199864.1
raXP_015996651.1	mmXP_036199865.1
raXP_015996651.1	pgXP_039705795.1
raXP_015996651.1	pgXP_039705796.1
raXP_015996651.1	pgXP_039705797.1
raXP_015996651.1	pgXP_039705791.1
raXP_015996651.1	pgXP_039705792.1
raXP_015996651.1	pgXP_039705793.1
raXP_015996651.1	pgXP_039705794.1
raXP_015996651.1	pgXP_039705795.1
raXP_015996651.1	pgXP_039705796.1
raXP_015996651.1	pgXP_039705797.1
raXP_015996651.1	pgXP_039705791.1
raXP_015996651.1	pgXP_039705792.1
raXP_015996651.1	pgXP_039705793.1
raXP_015996651.1	pgXP_039705794.1
raXP_015996651.1	pgXP_039705795.1
raXP_015996651.1	pgXP_039705796.1
raXP_015996651.1	pgXP_039705797.1
raXP_015996651.1	paXP_015453754.1
raXP_015996651.1	paXP_015453755.1
raXP_015996651.1	pvXP_011379357.1
raXP_015996651.1	paXP_006923659.1
raXP_015996651.1	pvXP_011379358.1
raXP_015996651.1	paXP_015453754.1
raXP_015996651.1	pvXP_011379359.1
raXP_015996651.1	paXP_015453755.1
raXP_015996651.1	pvXP_011379357.1
raXP_015996651.1	paXP_006923659.1
raXP_015996651.1	pvXP_011379358.1
raXP_015996651.1	paXP_015453754.1
raXP_015996651.1	pgXP_039705791.1
raXP_015996651.1	pvXP_011379359.1
raXP_015996651.1	paXP_015453755.1
raXP_015996651.1	pgXP_039705792.1
raXP_015996651.1	pvXP_011379357.1
raXP_015996651.1	paXP_006923659.1
raXP_015996651.1	pgXP_039705793.1
raXP_015996651.1	pvXP_011379358.1
raXP_015996651.1	pgXP_039705794.1
raXP_015996651.1	pvXP_011379359.1
raXP_036090526.1	raXP_036090526.1
raXP_036090526.1	raXP_036090527.1
raXP_036090526.1	raXP_036090528.1
raXP_036090526.1	raXP_036090529.1
raXP_036090526.1	raXP_036090530.1
raXP_036090526.1	raXP_036090518.1
raXP_036090526.1	raXP_036090519.1
raXP_036090526.1	raXP_036090520.1
raXP_036090526.1	raXP_036090521.1
raXP_036090526.1	raXP_036090522.1
raXP_036090526.1	raXP_036090523.1
raXP_036090526.1	raXP_036090524.1
raXP_036090526.1	raXP_036090525.1
raXP_016000236.2	raXP_016000236.2
raXP_016000236.2	pgXP_039744064.1
raXP_036079026.1	raXP_036079026.1
raXP_036079026.1	raXP_036079026.1
raXP_036079026.1	raXP_036079026.1
raXP_036079026.1	raXP_036079026.1
raXP_015979895.2	raXP_015979895.2
raXP_015979895.2	raXP_015979895.2
raXP_015979895.2	raXP_015979895.2
raXP_015979895.2	raXP_015979895.2
rfXP_032952374.1	rfXP_032952374.1
rfXP_032952374.1	rfXP_032952374.1
rfXP_032952374.1	moXP_036104242.1
rfXP_032952374.1	mlXP_006100654.1
rfXP_032952374.1	pgXP_039710410.1
rfXP_032952374.1	raXP_015984226.1
rfXP_032952374.1	moXP_036104242.1
rfXP_032952374.1	pgXP_039710410.1
rfXP_032952374.1	raXP_015984226.1
rfXP_032952374.1	pvXP_011353022.1
rfXP_032952374.1	pvXP_011353022.1
rfXP_032952374.1	mlXP_006100654.1
rfXP_032952374.1	paXP_015455893.1
rfXP_032952374.1	paXP_015455893.1
rfXP_032952374.1	raXP_036074329.1
rfXP_032952374.1	rfXP_032952366.1
rfXP_032952374.1	mmXP_036172778.1
rfXP_032952374.1	mlXP_006100653.1
rfXP_032952374.1	mdXP_059557556.1
rfXP_032952374.1	sbXP_066107483.1
rfXP_032952374.1	mlXP_006100653.1
rfXP_032952374.1	sbXP_066107492.1
rfXP_032952374.1	raXP_036074329.1
rfXP_032952374.1	moXP_036104241.1
rfXP_032952374.1	moXP_036104241.1
rfXP_032952374.1	sbXP_066107483.1
rfXP_032952374.1	sbXP_066107492.1
rfXP_032952374.1	mdXP_059557556.1
rfXP_032952374.1	phXP_045698747.1
rfXP_032952374.1	phXP_045698747.1
rfXP_032952374.1	mmXP_036172778.1
rfXP_032952374.1	rfXP_032952366.1
rfXP_032951489.1	rfXP_032951489.1
rfXP_032985212.1	rfXP_032985212.1
rfXP_032949086.1	rfXP_032949086.1
rfXP_032960161.1	rfXP_032960161.1
rfXP_032960161.1	efXP_008142179.1
rfXP_032960161.1	pnCAK6442752.1
rfXP_032960161.1	pkXP_045444729.1
rfXP_032960161.1	pkXP_036311888.1
rfXP_032960161.1	ajXP_053526308.1
rfXP_032960161.1	paXP_006909444.1
rfXP_032960161.1	raXP_015978638.1
rfXP_032960161.1	mlXP_006086990.1
rfXP_032960161.1	mmXP_036155291.1
rfXP_032960161.1	phXP_045677834.1
rfXP_032960161.1	mbXP_005858250.1
rfXP_032960161.1	pvXP_011361496.1
rfXP_032960161.1	moXP_036105916.1
rfXP_032960161.1	sbXP_066090791.1
rfXP_032960161.1	mdXP_059541042.1
rfXP_032960161.1	pgXP_039704908.1
rfXP_032945083.1	rfXP_032945083.1
rfXP_032974084.1	rfXP_032974084.1
rfXP_032948947.1	rfXP_032948947.1
rfXP_032948947.1	rfXP_032948947.1
rfXP_032948947.1	rfXP_032948947.1
rfXP_032948947.1	rfXP_032948947.1
rfXP_032962203.1	rfXP_032962203.1
rfXP_032966820.1	rfXP_032966820.1
rfXP_032966820.1	ajXP_036994109.2
rfXP_032966820.1	rfXP_032966826.1
rfXP_032966820.1	efXP_008139584.2
rfXP_032966820.1	rfXP_032966823.1
rfXP_032966820.1	rfXP_032966824.1
rfXP_032966820.1	rfXP_032966822.1
rfXP_032966820.1	mmXP_036166643.1
rfXP_032966820.1	rfXP_032966821.1
rfXP_032966820.1	mbXP_005875900.1
rfXP_032966820.1	mmXP_036166643.1
rfXP_032966820.1	rfXP_032966820.1
rfXP_032966820.1	mbXP_005875900.1
rfXP_032966820.1	phXP_045694091.1
rfXP_032966820.1	phXP_045694091.1
rfXP_032966820.1	pkXP_036266447.1
rfXP_032966820.1	efXP_008139584.2
rfXP_032966820.1	pdXP_028385835.1
rfXP_032966820.1	pkXP_045427073.1
rfXP_032966820.1	sbXP_066130352.1
rfXP_032966820.1	pdXP_028385835.1
rfXP_032966820.1	pkXP_036266447.1
rfXP_032966820.1	sbXP_066130352.1
rfXP_032966820.1	pkXP_045427073.1
rfXP_032966820.1	mdXP_059549709.1
rfXP_032966820.1	drXP_024427366.2
rfXP_032966820.1	mdXP_059549709.1
rfXP_032966820.1	drXP_024427366.2
rfXP_032966820.1	rfXP_032966826.1
rfXP_032966820.1	rfXP_032966823.1
rfXP_032966820.1	rfXP_032966824.1
rfXP_032966820.1	rfXP_032966822.1
rfXP_032966820.1	ajXP_036994109.2
rfXP_032966820.1	rfXP_032966821.1
rfXP_032966820.1	mlXP_023610590.1
rfXP_032966820.1	mlXP_023610590.1
rfXP_032966820.1	pnCAK6444478.1
rfXP_032966820.1	pnCAK6444478.1
rfXP_032966820.1	pvXP_011356638.2
rfXP_032966820.1	pgXP_039704527.1
rfXP_032966820.1	pgXP_039704526.1
rfXP_032966820.1	pgXP_039704527.1
rfXP_032966820.1	pgXP_039704526.1
rfXP_032966820.1	paXP_006913401.1
rfXP_032966820.1	paXP_006913401.1
rfXP_032966820.1	raXP_015977426.1
rfXP_032966820.1	raXP_015977426.1
rfXP_032966820.1	pvXP_011356638.2
rfXP_032978476.1	rfXP_032978476.1
rfXP_032947688.1	rfXP_032947688.1
rfXP_032947688.1	rfXP_032947688.1
rfXP_032947688.1	rfXP_032947688.1
rfXP_032947688.1	rfXP_032947688.1
sbXP_066095540.1	sbXP_066095540.1
sbXP_066095540.1	rfXP_032986792.1
sbXP_066095540.1	pdXP_028368176.1
sbXP_066095540.1	pgXP_039728359.1
sbXP_066095540.1	raXP_015975517.1
sbXP_066095540.1	ajXP_037015401.1
sbXP_066095540.1	paXP_006925916.2
sbXP_066095540.1	pkXP_036293845.1
sbXP_066095540.1	phXP_045710432.1
sbXP_066095540.1	pvXP_011377187.1
sbXP_066095540.1	efXP_054585054.1
sbXP_066095540.1	moXP_036121345.1
sbXP_066095540.1	mlXP_014317314.2
sbXP_066110178.1	sbXP_066110178.1
sbXP_066089089.1	sbXP_066089089.1
